Solution initiale,Profit initial,Poids initial,Temperature,Cooling Rate,Nouvelle solution,Nouveau profit,Nouveau Poids,Nb Itérations,Nb objets,Temps (s)
0110000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000,984,980,2000,0.94,0010000000000010000000000000000000000000000010000000000000000000000100000100000000000000000000000001,1002,995,123,6,0.8008666038513184
